title,year,runtime_minutes,genres,average_rating,num_votes,log_votes,rating_pct,votes_pct,love_score,cult_factor,decade,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_News,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_War,genre_Western,rating_cat,votes_cat,runtime_cat,Cluster,ClusterName
Jo Jeeta Wohi Sikandar,1992,174.0,"Comedy,Drama,Romance",8.1,27608,10.225897085506968,0.9710987996306556,0.6203447214527547,0.6024160143599835,0.3507540781779009,1990,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Top,Many,Epic,1,Mass Favorites
Get a Job,2016,83.0,Comedy,5.3,27600,10.22560728293294,0.1303170206217297,0.6202523853493382,0.0808294428922467,-0.4899353647276084,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Many,Short,3,Mainstream Popcorn
The Miseducation of Cameron Post,2018,91.0,"Comedy,Drama",6.6,27598,10.225534819164793,0.5470606340412435,0.6201908279470606,0.3392819875632827,-0.0731301939058171,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Short,3,Mainstream Popcorn
2:22,2017,98.0,"Drama,Mystery,Romance",5.7,27596,10.225462350145268,0.2252693136349646,0.6201292705447831,0.1396960951405745,-0.3948599569098184,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Low,Many,Standard,3,Mainstream Popcorn
Welcome to Marwen,2018,116.0,"Biography,Comedy,Drama",6.2,27584,10.22502742570653,0.3853185595567867,0.6200369344413665,0.2389117384509531,-0.2347183748845798,2010,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Long,3,Mainstream Popcorn
Bad Newz,2024,142.0,"Comedy,Romance",4.7,27584,10.22502742570653,0.0595875654047399,0.6200369344413665,0.0369464913843793,-0.5604493690366266,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low,Many,Epic,0,Forgotten Films
Parental Guidance,2012,105.0,"Comedy,Family",6.0,27581,10.224918665034282,0.3132656201908279,0.6199138196368114,0.1941976871733907,-0.3066481994459834,2010,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Long,3,Mainstream Popcorn
Code Name: K.O.Z.,2015,114.0,"Action,Crime,Mystery",1.7,27581,10.224918665034282,0.0021852877808556,0.6199138196368114,0.0013546900952358,-0.6177285318559557,2010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,Many,Long,0,Forgotten Films
Eagle vs Shark,2007,88.0,"Comedy,Romance",6.7,27577,10.224773632401687,0.5894736842105263,0.619821483533395,0.3653684534512643,-0.0303477993228686,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Many,Short,3,Mainstream Popcorn
Schumacher,2021,112.0,"Biography,Documentary,Sport",7.4,27567,10.224410958767711,0.8412126808248692,0.6197599261311173,0.5213499089285801,0.2214527546937519,2020,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Top,Many,Long,1,Mass Favorites
Disturbing Behavior,1998,84.0,"Horror,Mystery,Sci-Fi",5.7,27565,10.224338408254384,0.2252693136349646,0.6196983687288397,0.1395990261842529,-0.394429055093875,1990,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,Low,Many,Short,3,Mainstream Popcorn
Immortal Beloved,1994,121.0,"Biography,Drama,Music",7.4,27562,10.224229572614233,0.8412126808248692,0.619636811326562,0.5212463431937909,0.2215758694983072,1990,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Top,Many,Epic,1,Mass Favorites
Last Shift,2014,88.0,"Horror,Mystery",5.8,27559,10.224120725127596,0.2546937519236688,0.6195752539242844,0.1578019460210358,-0.3648815020006155,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Low,Many,Short,3,Mainstream Popcorn
Chup,2022,135.0,"Drama,Horror,Mystery",7.5,27552,10.223866701574616,0.8704524469067405,0.6195136965220067,0.5392572130298207,0.2509387503847338,2020,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Top,Many,Epic,1,Mass Favorites
Devil in a Blue Dress,1995,102.0,"Crime,Drama,Mystery",6.8,27531,10.223104243518256,0.6297630040012312,0.6194521391197292,0.3901080399670292,0.010310864881502,1990,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,High,Many,Standard,3,Mainstream Popcorn
Color of Night,1994,121.0,"Drama,Mystery,Romance",5.2,27521,10.222740963825228,0.1125269313634964,0.6193905817174515,0.0696981214761158,-0.5068636503539551,1990,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Low,Many,Epic,3,Mainstream Popcorn
Cyrano de Bergerac,1990,137.0,"Comedy,Drama,History",7.5,27516,10.222559274477174,0.8704524469067405,0.6193290243151739,0.5390964646555073,0.2511234225915666,1990,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Epic,1,Mass Favorites
The Spanish Prisoner,1997,110.0,"Drama,Mystery,Thriller",7.1,27509,10.22230485391862,0.736657433056325,0.6192366882117575,0.4561653091923731,0.1174207448445675,1990,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,High,Many,Long,1,Mass Favorites
Crocodile Dundee in Los Angeles,2001,95.0,"Adventure,Comedy,Crime",4.9,27509,10.22230485391862,0.0781779008925823,0.6192366882117575,0.0484106244400696,-0.5410587873191751,2000,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Many,Standard,3,Mainstream Popcorn
Special Correspondents,2016,101.0,Comedy,5.9,27503,10.22208672762263,0.2845798707294552,0.6191443521083411,0.176196019685864,-0.3345644813788858,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Standard,3,Mainstream Popcorn
The Green Butchers,2003,100.0,"Comedy,Drama",7.2,27500,10.221977646629885,0.7735303170206217,0.6190827947060634,0.4788793104509937,0.1544475223145582,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Standard,1,Mass Favorites
Nights in Rodanthe,2008,97.0,"Drama,Romance",6.0,27497,10.22186855373718,0.3132656201908279,0.6190212373037858,0.1939180718152641,-0.3057556171129578,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium,Many,Standard,3,Mainstream Popcorn
Toy Soldiers,1991,111.0,"Action,Drama,Thriller",6.6,27496,10.221832186794726,0.5470606340412435,0.6189596799015081,0.3386084749328841,-0.0718990458602646,1990,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Many,Long,3,Mainstream Popcorn
Smurfs: The Lost Village,2017,90.0,"Adventure,Animation,Comedy",6.0,27492,10.221686705797923,0.3132656201908279,0.6188981224992305,0.1938795041796604,-0.3056325023084025,2010,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Short,3,Mainstream Popcorn
Amanda Knox,2016,92.0,"Crime,Documentary",6.9,27491,10.221650332241497,0.6645737149892275,0.618836565096953,0.4112625150376549,0.0457371498922745,2010,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Short,3,Mainstream Popcorn
Beverly Hills Chihuahua,2008,91.0,"Adventure,Comedy,Drama",4.0,27477,10.221140963483894,0.0246537396121883,0.6187750076946753,0.0152551179182343,-0.5941212680824869,2000,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Many,Short,0,Forgotten Films
Someone Great,2019,92.0,"Comedy,Romance",6.2,27466,10.220740563078143,0.3853185595567867,0.6187134502923977,0.2384017754450762,-0.2333948907356109,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium,Many,Short,3,Mainstream Popcorn
Take the Lead,2006,118.0,"Drama,Music",6.6,27450,10.22015787614662,0.5470606340412435,0.61865189289012,0.3384400967752845,-0.0715912588488765,2000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,High,Many,Long,3,Mainstream Popcorn
Super Dark Times,2017,103.0,"Crime,Drama,Thriller",6.6,27448,10.220085016401596,0.5470606340412435,0.6185903354878424,0.3384064211437645,-0.0715297014465988,2010,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Many,Standard,3,Mainstream Popcorn
Attack on Titan: The Last Attack,2024,145.0,"Action,Adventure,Animation",9.1,27443,10.21990284381078,0.9998153277931672,0.6185287780855648,0.6184145530111261,0.3812865497076023,2020,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Epic,1,Mass Favorites
Green Card,1990,107.0,"Comedy,Drama,Romance",6.3,27435,10.219611298619212,0.4253924284395198,0.6184672206832872,0.263091272916704,-0.1930747922437673,1990,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium,Many,Long,3,Mainstream Popcorn
Barney's Version,2010,134.0,"Comedy,Drama",7.3,27413,10.218809110791328,0.8087719298245614,0.6184056632810095,0.5001491417062199,0.1903662665435518,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Epic,1,Mass Favorites
Streets of Fire,1984,93.0,"Action,Crime,Drama",6.7,27400,10.21833478806055,0.5894736842105263,0.6183441058787319,0.3644975782021998,-0.0288704216682056,1980,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Short,3,Mainstream Popcorn
Legionnaire,1998,99.0,"Action,Adventure,Drama",5.5,27385,10.21778721289218,0.1723607263773468,0.6182825484764543,0.1065676291618388,-0.4459218220991073,1990,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Many,Standard,3,Mainstream Popcorn
Silenced,2011,125.0,"Crime,Drama,Thriller",8.0,27381,10.2176411421937,0.9603570329332102,0.6182209910741767,0.5937128766850249,0.3421360418590334,2010,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Top,Many,Epic,1,Mass Favorites
Universal Soldier: Regeneration,2009,97.0,"Action,Adventure,Sci-Fi",5.3,27369,10.217202802034723,0.1303170206217297,0.6181594336718991,0.0805566956653376,-0.4878424130501693,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low,Many,Standard,3,Mainstream Popcorn
Cowspiracy: The Sustainability Secret,2014,90.0,Documentary,8.1,27367,10.21712972665744,0.9710987996306556,0.6180978762696214,0.6002341056996868,0.3530009233610341,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Short,1,Mass Favorites
Let's Go to Prison,2006,84.0,"Comedy,Crime",5.9,27366,10.217093186966196,0.2845798707294552,0.618005540166205,0.1758719367305857,-0.3334256694367498,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Short,3,Mainstream Popcorn
Miller's Girl,2024,93.0,"Comedy,Drama,Thriller",5.2,27366,10.217093186966196,0.1125269313634964,0.618005540166205,0.0695422670005431,-0.5054786088027086,2020,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low,Many,Short,3,Mainstream Popcorn
The Contract,2006,96.0,"Action,Crime,Drama",5.6,27355,10.216691162217987,0.1974453678054786,0.6179132040627886,0.122004099848039,-0.42046783625731,2000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Many,Standard,3,Mainstream Popcorn
Vikram Vedha,2022,160.0,"Action,Crime,Drama",7.1,27349,10.216471807850128,0.736657433056325,0.617851646660511,0.4551450080385555,0.118805786395814,2020,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Epic,1,Mass Favorites
Play Dirty,2025,125.0,"Action,Crime,Drama",5.9,27343,10.216252405355371,0.2845798707294552,0.6177900892582333,0.1758106237390466,-0.3332102185287781,2020,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Epic,3,Mainstream Popcorn
Rim of the World,2019,98.0,"Action,Adventure,Comedy",5.3,27339,10.21610611027794,0.1303170206217297,0.6177285318559557,0.0805005418245034,-0.4874115112342259,2010,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Many,Standard,3,Mainstream Popcorn
Terminal,2018,95.0,"Action,Comedy,Crime",5.4,27323,10.21552071585174,0.1502000615574023,0.617666974453678,0.0927736175849168,-0.4674669128962757,2010,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Many,Standard,3,Mainstream Popcorn
Hot Summer Nights,2017,107.0,"Crime,Drama,Romance",6.4,27316,10.215264497991951,0.4660818713450292,0.6176054170514005,0.2878546885321439,-0.1515235457063712,2010,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium,Many,Long,3,Mainstream Popcorn
A Moment to Remember,2004,117.0,"Drama,Romance",8.1,27314,10.21519128082982,0.9710987996306556,0.6175438596491228,0.5996961008245453,0.3535549399815327,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Top,Many,Long,1,Mass Favorites
The Beastmaster,1982,118.0,"Action,Adventure,Fantasy",6.2,27308,10.2149715971734,0.3853185595567867,0.6174823022468452,0.2379273912535627,-0.2321637426900585,1980,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Long,3,Mainstream Popcorn
"I'm a Cyborg, But That's OK",2006,107.0,"Comedy,Drama,Romance",6.9,27306,10.21489835856197,0.6645737149892275,0.6174207448445675,0.4103215981127701,0.0471529701446599,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Many,Long,3,Mainstream Popcorn
Quigley Down Under,1990,119.0,"Action,Adventure,Drama",6.9,27305,10.214861737244696,0.6645737149892275,0.6173591874422899,0.4102806886812534,0.0472145275469375,1990,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Long,3,Mainstream Popcorn
From Justin to Kelly,2003,81.0,"Comedy,Music,Musical",1.9,27299,10.21464198117305,0.0028008618036318,0.6172976300400123,0.0017289653534515,-0.6144967682363803,2000,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Low,Many,Short,0,Forgotten Films
Earth Girls Are Easy,1988,100.0,"Comedy,Musical,Romance",5.5,27294,10.214458814215858,0.1723607263773468,0.6172360726377347,0.1063872578261408,-0.4448753462603878,1980,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Low,Many,Standard,3,Mainstream Popcorn
Beautiful Thing,1996,90.0,"Comedy,Drama,Romance",7.6,27289,10.214275613702384,0.8970760233918129,0.6171437365343182,0.5536248490313709,0.2799322868574947,1990,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Top,Many,Short,1,Mass Favorites
Lost Girls,2020,95.0,"Crime,Drama,Mystery",6.2,27289,10.214275613702384,0.3853185595567867,0.6171437365343182,0.2377969356008965,-0.2318251769775315,2020,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medium,Many,Standard,3,Mainstream Popcorn
Empire of Light,2022,115.0,"Drama,Romance",6.7,27278,10.213872454394023,0.5894736842105263,0.6170514004309018,0.3637355623592684,-0.0275777162203755,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Many,Long,3,Mainstream Popcorn
Before Night Falls,2000,133.0,"Biography,Drama,Romance",7.1,27273,10.21368914641778,0.736657433056325,0.6169898430286241,0.4545101539872911,0.1196675900277008,2000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Many,Epic,1,Mass Favorites
Dear White People,2014,108.0,"Comedy,Drama,Romance",6.1,27266,10.21343245878688,0.3465066174207448,0.6169282856263466,0.2137697334435644,-0.2704216682056017,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium,Many,Long,3,Mainstream Popcorn
I Want You Back,2022,116.0,"Comedy,Romance",6.5,27264,10.213359107360162,0.50621729763004,0.616866728224069,0.3122686081594725,-0.1106494305940289,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium,Many,Long,3,Mainstream Popcorn
Godsend,2004,102.0,"Action,Drama,Fantasy",4.8,27262,10.213285750552616,0.0689135118497999,0.6168051708217913,0.0425062104484453,-0.5478916589719913,2000,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Low,Many,Standard,0,Forgotten Films
The Perfect Score,2004,93.0,"Comedy,Crime,Drama",5.7,27235,10.212294906602857,0.2252693136349646,0.6167436134195137,0.1389334104837618,-0.391474299784549,2000,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Many,Short,3,Mainstream Popcorn
Stomp the Yard,2007,115.0,"Drama,Music,Romance",5.5,27234,10.212258189817774,0.1723607263773468,0.616682056017236,0.1062917671190065,-0.4443213296398891,2000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Low,Many,Long,3,Mainstream Popcorn
Millions,2004,98.0,"Comedy,Crime,Drama",6.8,27228,10.212037860792206,0.6297630040012312,0.6166204986149585,0.3883247775364933,0.0131425053862727,2000,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Standard,3,Mainstream Popcorn
Jessabelle,2014,90.0,"Drama,Horror,Mystery",5.4,27225,10.21192767807242,0.1502000615574023,0.6165589412126808,0.0926071909239114,-0.4663588796552785,2010,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Low,Many,Short,3,Mainstream Popcorn
Get on Up,2014,139.0,"Biography,Drama,Music",6.9,27222,10.21181748321106,0.6645737149892275,0.6164973838104032,0.4097079566400192,0.0480763311788242,2010,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,High,Many,Epic,3,Mainstream Popcorn
Sleepwalkers,1992,89.0,"Fantasy,Horror",5.4,27219,10.211707276205455,0.1502000615574023,0.6164358264081256,0.0925886990726886,-0.4662357648507232,1990,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Low,Many,Short,3,Mainstream Popcorn
The Art of the Steal,2013,90.0,"Comedy,Crime,Thriller",6.3,27214,10.2115235708683,0.4253924284395198,0.6163742690058479,0.2622009471200315,-0.190981840566328,2010,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium,Many,Short,3,Mainstream Popcorn
A Thursday,2022,128.0,"Drama,Thriller",7.6,27205,10.211192816193376,0.8970760233918129,0.6163127116035704,0.5528793564911562,0.2807633117882425,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Top,Many,Epic,1,Mass Favorites
White Squall,1996,129.0,"Adventure,Drama",6.6,27204,10.211156058920023,0.5470606340412435,0.6162203755001538,0.3371099093302473,-0.0691597414589103,1990,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Epic,3,Mainstream Popcorn
Frozen River,2008,97.0,"Crime,Drama",7.1,27204,10.211156058920023,0.736657433056325,0.6162203755001538,0.453943320012948,0.1204370575561711,2000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Standard,1,Mass Favorites
The Ottoman Lieutenant,2017,106.0,"Drama,History,War",6.4,27193,10.210751639715632,0.4660818713450292,0.6161280393967374,0.2871661095901753,-0.1500461680517081,2010,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Medium,Many,Long,3,Mainstream Popcorn
Heaven,2002,97.0,"Crime,Drama,Romance",6.9,27187,10.21053097846653,0.6645737149892275,0.6160664819944598,0.4094215906194021,0.0485072329947676,2000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Many,Standard,3,Mainstream Popcorn
Harlem Nights,1989,116.0,"Comedy,Crime,Drama",6.1,27177,10.210163101480443,0.3465066174207448,0.6160049245921823,0.213449782734958,-0.2694983071714374,1980,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Long,3,Mainstream Popcorn
Birthday Girl,2001,93.0,"Comedy,Crime,Thriller",6.0,27161,10.209574216664013,0.3132656201908279,0.6159433671899046,0.1929538809251723,-0.3026777469990767,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium,Many,Short,3,Mainstream Popcorn
Sonu Ke Titu Ki Sweety,2018,138.0,"Comedy,Romance",7.1,27150,10.209169157096309,0.736657433056325,0.615881809787627,0.4536939130642371,0.120775623268698,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Many,Epic,1,Mass Favorites
Khosla Ka Ghosla!,2006,135.0,"Comedy,Crime,Drama",8.2,27144,10.208948146339551,0.9799630655586334,0.6158202523853493,0.6034811023606382,0.3641428131732841,2000,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Epic,1,Mass Favorites
No,2012,118.0,"Drama,History",7.4,27142,10.208874465231354,0.8412126808248692,0.6157279162819329,0.5179581311142354,0.2254847645429363,2010,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Long,1,Mass Favorites
"Confess, Fletch",2022,98.0,"Comedy,Crime,Mystery",6.4,27142,10.208874465231354,0.4660818713450292,0.6157279162819329,0.2869796194600588,-0.1496460449369036,2020,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medium,Many,Standard,3,Mainstream Popcorn
Bigil,2019,179.0,"Action,Drama,Sport",6.7,27132,10.208505978234776,0.5894736842105263,0.6156355801785165,0.3629009735789149,-0.0261618959679902,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,High,Many,Epic,3,Mainstream Popcorn
Look Both Ways,2022,110.0,"Comedy,Drama,Fantasy",6.3,27126,10.20828482084353,0.4253924284395198,0.6155740227762388,0.2618605284330685,-0.190181594336719,2020,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Long,3,Mainstream Popcorn
Behind the Mask: The Rise of Leslie Vernon,2006,92.0,"Comedy,Horror,Thriller",6.7,27112,10.207768596643277,0.5894736842105263,0.6155124653739612,0.3628284006414929,-0.0260387811634349,2000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,High,Many,Short,3,Mainstream Popcorn
Trapped,2002,106.0,"Action,Crime,Drama",6.1,27094,10.207104488000214,0.3465066174207448,0.6154509079716836,0.2132578123097942,-0.2689442905509387,2000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Long,3,Mainstream Popcorn
The Blackening,2022,97.0,"Comedy,Horror,Mystery",6.0,27092,10.207030670918908,0.3132656201908279,0.615389350569406,0.1927803265649558,-0.3021237303785781,2020,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Medium,Many,Standard,3,Mainstream Popcorn
Obvious Child,2014,84.0,"Comedy,Drama,Romance",6.7,27087,10.206846104372916,0.5894736842105263,0.6153277931671284,0.3627195412353599,-0.0258541089566021,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Many,Short,3,Mainstream Popcorn
Vesper,2022,114.0,"Adventure,Drama,Sci-Fi",6.0,27079,10.206550727026212,0.3132656201908279,0.6152662357648507,0.1927417589293521,-0.3020006155740228,2020,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Medium,Many,Long,3,Mainstream Popcorn
Darr,1993,178.0,"Action,Drama,Romance",7.6,27074,10.20636607186919,0.8970760233918129,0.6152046783625731,0.5518853664375364,0.2818713450292398,1990,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Top,Many,Epic,1,Mass Favorites
Backcountry,2014,92.0,"Adventure,Drama,Horror",6.0,27063,10.205959710460544,0.3132656201908279,0.6151431209602954,0.1927031912937484,-0.3018775007694675,2010,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Medium,Many,Short,3,Mainstream Popcorn
Birdemic: Shock and Terror,2010,105.0,"Horror,Thriller",1.7,27037,10.20499856292435,0.0021852877808556,0.6150815635580178,0.0013441302250729,-0.6128962757771621,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Low,Many,Long,0,Forgotten Films
Life Itself,2018,117.0,"Drama,Romance",6.9,27029,10.204702639270494,0.6645737149892275,0.6150200061557403,0.4087261302836178,0.0495537088334872,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Many,Long,3,Mainstream Popcorn
Let It Snow,2019,92.0,"Comedy,Romance",5.9,27026,10.20459164531955,0.2845798707294552,0.6149276700523237,0.1749960368514554,-0.3303477993228685,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium,Many,Short,3,Mainstream Popcorn
One Eight Seven,1997,119.0,"Drama,Thriller",6.6,27026,10.20459164531955,0.5470606340412435,0.6149276700523237,0.3364027210683288,-0.0678670360110802,1990,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Many,Long,3,Mainstream Popcorn
Over the Moon,2020,95.0,"Adventure,Animation,Comedy",6.3,27008,10.203925422776589,0.4253924284395198,0.6148353339489073,0.2615462957989488,-0.1894429055093874,2020,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Standard,3,Mainstream Popcorn
Whitney Houston: I Wanna Dance with Somebody,2022,144.0,"Biography,Drama,Music",6.6,27002,10.203703249925194,0.5470606340412435,0.6147737765466297,0.336318531989529,-0.0677131425053861,2020,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,High,Many,Epic,3,Mainstream Popcorn
The Twilight Samurai,2002,129.0,"Drama,Romance",8.0,27001,10.203666216317192,0.9603570329332102,0.6147122191443521,0.5903432028852593,0.345644813788858,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Top,Many,Epic,1,Mass Favorites
