title,year,runtime_minutes,genres,average_rating,num_votes,log_votes,rating_pct,votes_pct,love_score,cult_factor,decade,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_News,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_War,genre_Western,rating_cat,votes_cat,runtime_cat,Cluster,ClusterName
JCVD,2008,97.0,"Comedy,Crime,Drama",7.0,41390,10.630818744876144,0.6990458602646968,0.7004001231148046,0.4896118065922881,-0.0013542628501077,2000,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Standard,1,Mass Favorites
Don't Tell Mom the Babysitter's Dead,1991,102.0,Comedy,6.4,41386,10.630722100840211,0.4660818713450292,0.700338565712527,0.3264151092823883,-0.2342566943674977,1990,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Standard,3,Mainstream Popcorn
Article 15,2019,130.0,"Crime,Drama,Mystery",8.1,41384,10.630673775319496,0.9710987996306556,0.7002770083102493,0.6800381621790297,0.2708217913204063,2010,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Top,Many,Epic,1,Mass Favorites
Real Genius,1985,108.0,"Comedy,Romance,Sci-Fi",6.9,41379,10.630552951299531,0.6645737149892275,0.7002154509079717,0.4653447835027677,-0.0356417359187442,1980,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,High,Many,Long,1,Mass Favorites
The Super Mario Galaxy Movie,2026,98.0,"Adventure,Animation,Comedy",6.4,41375,10.630456281571584,0.4660818713450292,0.700153893505694,0.3263290369146422,-0.2340720221606647,2020,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Standard,3,Mainstream Popcorn
The Forgotten Battle,2020,124.0,"Action,Adventure,War",7.1,41363,10.630166216304866,0.736657433056325,0.7000923361034165,0.5157282232163487,0.0365650969529085,2020,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,High,Many,Epic,1,Mass Favorites
Vampire Hunter D: Bloodlust,2000,103.0,"Action,Animation,Drama",7.7,41323,10.629198723969337,0.918344105878732,0.7000307787011388,0.6428691395538898,0.2183133271775931,2000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Standard,1,Mass Favorites
The Crow,2024,111.0,"Action,Crime,Fantasy",4.7,41314,10.628980909135285,0.0595875654047399,0.6999692212988612,0.0417094617554507,-0.6403816558941213,2020,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Low,Many,Long,3,Mainstream Popcorn
Everyone Says I Love You,1996,101.0,"Comedy,Musical,Romance",6.7,41305,10.628763046847595,0.5894736842105263,0.6999076638965835,0.4125771492443018,-0.1104339796860572,1990,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,High,Many,Standard,3,Mainstream Popcorn
A Girl Walks Home Alone at Night,2014,101.0,"Drama,Horror,Romance",6.9,41300,10.628641991731053,0.6645737149892275,0.6998461064943059,0.4650993269136674,-0.0352723915050784,2010,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,High,Many,Standard,1,Mass Favorites
Monster,2023,127.0,"Drama,Mystery,Thriller",7.8,41298,10.628593565580925,0.935026161895968,0.6997845490920284,0.6543168610916199,0.2352416128039396,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Top,Many,Epic,1,Mass Favorites
Grease 2,1982,115.0,"Comedy,Music,Musical",4.6,41291,10.62842405558548,0.0510926438904278,0.6997229916897507,0.0357506976363492,-0.6486303477993229,1980,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Low,Many,Long,3,Mainstream Popcorn
The Rocker,2008,102.0,"Comedy,Music",6.2,41270,10.627915353129104,0.3853185595567867,0.6996614342874731,0.2695925360370845,-0.3143428747306864,2000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Medium,Many,Standard,3,Mainstream Popcorn
The Cold Light of Day,2012,93.0,"Action,Adventure,Thriller",4.9,41252,10.627479116391054,0.0781779008925823,0.6995998768851954,0.0546932498395936,-0.6214219759926131,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low,Many,Short,3,Mainstream Popcorn
True Crime,1999,127.0,"Crime,Drama,Mystery",6.6,41250,10.627430633893226,0.5470606340412435,0.6995383194829178,0.3826898765924709,-0.1524776854416742,1990,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,High,Many,Epic,3,Mainstream Popcorn
Varisu,2023,169.0,"Action,Comedy,Drama",5.9,41244,10.627285172294831,0.2845798707294552,0.6994767620806402,0.1990570065311665,-0.414896891351185,2020,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Epic,3,Mainstream Popcorn
[REC] 3: Genesis,2012,80.0,"Action,Adventure,Fantasy",5.0,41240,10.627188186139527,0.0870729455216989,0.6994152046783626,0.060900142014007,-0.6123422591566636,2010,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Low,Many,Short,3,Mainstream Popcorn
Auron Mein Kahan Dum Tha,2024,150.0,"Action,Crime,Drama",6.2,41238,10.627139689534282,0.3853185595567867,0.699353647276085,0.2694739399892061,-0.3140350877192983,2020,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Epic,3,Mainstream Popcorn
Rumble Fish,1983,94.0,"Crime,Drama,Romance",7.1,41231,10.626969932892148,0.736657433056325,0.6992920898738073,0.5151387158830318,0.0373653431825177,1980,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Many,Short,1,Mass Favorites
Boston Strangler,2023,112.0,"Crime,Drama,History",6.5,41215,10.626581809464026,0.50621729763004,0.6992305324715297,0.3539625905681516,-0.1930132348414897,2020,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Long,3,Mainstream Popcorn
Bringing Down the House,2003,105.0,Comedy,5.6,41212,10.626509019547823,0.1974453678054786,0.6991689750692521,0.138047675440728,-0.5017236072637735,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Many,Long,3,Mainstream Popcorn
The Professor,2018,90.0,"Comedy,Drama",6.7,41206,10.626363423818374,0.5894736842105263,0.6991074176669745,0.4121054251510586,-0.1096337334564482,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Short,3,Mainstream Popcorn
Thuppakki,2012,165.0,"Action,Crime,Musical",8.1,41202,10.626266348220677,0.9710987996306556,0.6990458602646968,0.6788425957898261,0.2720529393659587,2010,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Top,Many,Epic,1,Mass Favorites
Vizontele,2001,110.0,"Comedy,Drama,History",8.0,41197,10.626144990470014,0.9603570329332102,0.6989843028624192,0.6712744911638413,0.261372730070791,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Long,1,Mass Favorites
Vettaiyan,2024,163.0,"Action,Crime,Drama",6.9,41195,10.626096443245691,0.6645737149892275,0.6989227454601415,0.4644856854409165,-0.034349030470914,2020,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Epic,1,Mass Favorites
Passengers,2008,93.0,"Mystery,Romance,Thriller",5.8,41192,10.626023617989862,0.2546937519236688,0.698861188057864,0.1779955780602901,-0.4441674361341952,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Low,Many,Short,3,Mainstream Popcorn
Yahsi Bati - The Ottoman Cowboys,2009,112.0,"Adventure,Comedy,History",7.4,41190,10.625975064872742,0.8412126808248692,0.6987996306555864,0.5878391106632143,0.1424130501692828,2000,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Long,1,Mass Favorites
"To Wong Foo, Thanks for Everything! Julie Newmar",1995,109.0,"Comedy,Drama",6.8,41139,10.624736163206949,0.6297630040012312,0.6987380732533087,0.440039388022036,-0.0689750692520775,1990,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Long,3,Mainstream Popcorn
Mermaids,1990,110.0,"Comedy,Drama,Romance",6.7,41111,10.624055328672066,0.5894736842105263,0.6986765158510311,0.4118514198700814,-0.1092028316405048,1990,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Many,Long,3,Mainstream Popcorn
Kidnap,2017,95.0,"Action,Crime,Thriller",5.9,41104,10.623885047586231,0.2845798707294552,0.6986149584487534,0.19881175456501,-0.4140350877192982,2010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium,Many,Standard,3,Mainstream Popcorn
Unlocked,2017,98.0,"Action,Thriller",6.3,41091,10.623568734336155,0.4253924284395198,0.6985534010464758,0.2971593276658462,-0.2731609726069559,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium,Many,Standard,3,Mainstream Popcorn
Mean Girls,2024,112.0,"Comedy,Musical",5.5,41051,10.622594834765604,0.1723607263773468,0.6984918436441983,0.1203925615391662,-0.5261311172668514,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Low,Many,Long,3,Mainstream Popcorn
Raw Deal,1986,106.0,"Action,Crime,Thriller",5.6,41032,10.622131899994592,0.1974453678054786,0.6984302862419206,0.1379018247535217,-0.500984918436442,1980,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low,Many,Long,3,Mainstream Popcorn
Hop,2011,95.0,"Adventure,Animation,Comedy",5.4,41001,10.62137612498452,0.1502000615574023,0.698368728839643,0.1048950260614791,-0.5481686672822407,2010,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Many,Standard,3,Mainstream Popcorn
Cedar Rapids,2011,87.0,Comedy,6.3,40991,10.62113220469646,0.4253924284395198,0.6983071714373653,0.2970545834544729,-0.2729147429978454,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Short,3,Mainstream Popcorn
Jason Goes to Hell: The Final Friday,1993,87.0,"Fantasy,Horror,Mystery",4.1,40989,10.621083413498384,0.0271468144044321,0.6982456140350877,0.0189551440929192,-0.6710987996306556,1990,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Low,Many,Short,3,Mainstream Popcorn
The Visitors,1993,107.0,"Comedy,Fantasy",7.0,40984,10.620961425087131,0.6990458602646968,0.6981840566328101,0.4880626744919786,0.0008618036318867,1990,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Long,1,Mass Favorites
Promised Land,2012,106.0,Drama,6.6,40971,10.620644185556426,0.5470606340412435,0.6981224992305325,0.3819153370675126,-0.151061865189289,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Long,3,Mainstream Popcorn
I Give It a Year,2013,97.0,"Comedy,Romance",5.7,40947,10.620058248039662,0.2252693136349646,0.6980609418282548,0.1572517092410279,-0.4727916281932902,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low,Many,Standard,3,Mainstream Popcorn
The Christmas Chronicles: Part Two,2020,112.0,"Adventure,Comedy,Family",6.0,40944,10.619984981704288,0.3132656201908279,0.6979993844259772,0.2186592100550198,-0.3847337642351492,2020,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Long,3,Mainstream Popcorn
Padmaavat,2018,163.0,"Drama,History,War",7.1,40938,10.61983843292771,0.736657433056325,0.6979378270236996,0.5141410880881879,0.0387196060326254,2010,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,High,Many,Epic,1,Mass Favorites
God's Own Country,2017,104.0,"Drama,Romance",7.6,40931,10.619667432206644,0.8970760233918129,0.697876269621422,0.6260480687714979,0.1991997537703909,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Top,Many,Standard,1,Mass Favorites
The Glass Castle,2017,127.0,"Biography,Drama",7.1,40927,10.61956970437857,0.736657433056325,0.6978147122191444,0.5140503946522931,0.0388427208371806,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Epic,1,Mass Favorites
The Cost of Deception,2021,125.0,"Action,Crime,Drama",1.5,40921,10.619423094726503,0.0013850415512465,0.6977531548168667,0.0009664171119347,-0.6963681132656202,2020,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Many,Epic,0,Forgotten Films
Kagemusha: The Shadow Warrior,1980,162.0,"Drama,History,War",7.9,40912,10.619203139938548,0.948599569098184,0.6976915974145891,0.661829948670903,0.250907971683595,1980,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Top,Many,Epic,1,Mass Favorites
Nowhere Boy,2009,98.0,"Biography,Drama,Music",7.1,40867,10.618102639711314,0.736657433056325,0.6976300400123114,0.5139143544984507,0.0390273930440135,2000,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,High,Many,Standard,1,Mass Favorites
Salem's Lot,2024,114.0,"Horror,Thriller",5.6,40851,10.61771105869799,0.1974453678054786,0.6975684826100339,0.1377316656184477,-0.5001231148045553,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Low,Many,Long,3,Mainstream Popcorn
Old Dogs,2009,88.0,"Comedy,Family",5.3,40835,10.617319324288903,0.1303170206217297,0.6975069252077563,0.0908970243560984,-0.5671899045860265,2000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Many,Short,3,Mainstream Popcorn
Interstate 60,2002,116.0,"Adventure,Comedy,Drama",7.5,40831,10.61722136670446,0.8704524469067405,0.6974453678054786,0.6070930269900505,0.1730070791012619,2000,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Long,1,Mass Favorites
The Nightingale,2018,136.0,"Adventure,Drama,Thriller",7.3,40830,10.61719687580895,0.8087719298245614,0.697383810403201,0.5640244501682029,0.1113881194213604,2010,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Top,Many,Epic,1,Mass Favorites
Young & Beautiful,2013,95.0,"Drama,Romance",6.7,40797,10.61638833958291,0.5894736842105263,0.6973222530009233,0.411053117558439,-0.107848568790397,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Many,Standard,3,Mainstream Popcorn
The Secret of Kells,2009,75.0,"Adventure,Animation,Family",7.5,40780,10.615971565652217,0.8704524469067405,0.6972606955986458,0.6069322786157372,0.1731917513080947,2000,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Short,1,Mass Favorites
The Ringer,2005,94.0,"Comedy,Sport",5.8,40777,10.61589799927692,0.2546937519236688,0.6971683594952293,0.177564425202309,-0.4424746075715604,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low,Many,Short,3,Mainstream Popcorn
Ip Man 4: The Finale,2019,107.0,"Action,Biography,Drama",7.0,40777,10.61589799927692,0.6990458602646968,0.6971683594952293,0.48735265561267,0.0018775007694675,2010,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Long,1,Mass Favorites
The Clovehitch Killer,2018,109.0,"Crime,Drama,Horror",6.5,40764,10.61557914909701,0.50621729763004,0.6970760233918128,0.352871940804098,-0.1908587257617728,2010,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Medium,Many,Long,3,Mainstream Popcorn
Harry and the Hendersons,1987,110.0,"Comedy,Family,Fantasy",6.1,40760,10.615481020892434,0.3465066174207448,0.6970144659895352,0.2415201249033606,-0.3505078485687903,1980,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Long,3,Mainstream Popcorn
Compliance,2012,90.0,"Crime,Drama,Thriller",6.4,40743,10.61506386856444,0.4660818713450292,0.6969529085872577,0.3248371158737101,-0.2308710372422284,2010,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium,Many,Short,3,Mainstream Popcorn
Bade Miyan Chote Miyan,2024,163.0,"Action,Adventure,Sci-Fi",3.7,40742,10.615039324772178,0.0174823022468451,0.69689135118498,0.0121832652346281,-0.6794090489381348,2020,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low,Many,Epic,3,Mainstream Popcorn
Badhaai Ho,2018,124.0,"Comedy,Drama",7.9,40738,10.614941143578706,0.948599569098184,0.6968297937827024,0.661012442117048,0.2517697753154817,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Epic,1,Mass Favorites
They Shall Not Grow Old,2018,99.0,"Documentary,History,War",8.2,40723,10.614572878227088,0.9799630655586334,0.6967682363804247,0.6828071369072436,0.2831948291782087,2010,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Top,Many,Standard,1,Mass Favorites
The Last Days on Mars,2013,98.0,"Adventure,Horror,Sci-Fi",5.5,40720,10.61449920887964,0.1723607263773468,0.6967066789781471,0.1200848692606224,-0.5243459526008002,2010,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Low,Many,Standard,3,Mainstream Popcorn
Police Academy 5: Assignment: Miami Beach,1988,90.0,"Comedy,Crime",4.6,40693,10.613835940415848,0.0510926438904278,0.6966451215758696,0.0355934411146797,-0.6455524776854418,1980,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Many,Short,3,Mainstream Popcorn
Antwone Fisher,2002,120.0,"Biography,Drama",7.3,40691,10.61378679191364,0.8087719298245614,0.6965835641735919,0.5633772334807471,0.1121883656509694,2000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Epic,1,Mass Favorites
The Unbearable Lightness of Being,1988,171.0,"Drama,Romance",7.2,40687,10.613688487661902,0.7735303170206217,0.6965220067713143,0.5387808887096543,0.0770083102493074,1980,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Top,Many,Epic,1,Mass Favorites
