title,year,runtime_minutes,genres,average_rating,num_votes,log_votes,rating_pct,votes_pct,love_score,cult_factor,decade,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_News,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_War,genre_Western,rating_cat,votes_cat,runtime_cat
Miss Stevens,2016,86.0,"Comedy,Drama",6.5,8356,9.030854790001436,0.50621729763004,0.24736842105263157,0.12522217362427304,0.2588488765774084,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Short
A Breath Away,2018,89.0,"Action,Drama,Mystery",5.9,8356,9.030854790001436,0.28457987072945523,0.24736842105263157,0.07039607328570735,0.03721144967682366,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medium,Few,Short
Joyland,2022,126.0,"Comedy,Crime,Drama",7.6,8355,9.030735122676456,0.8970760233918129,0.24727608494921513,0.22182544696613804,0.6497999384425978,2020,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Few,Epic
Essential Killing,2010,83.0,"Action,Thriller,War",6.1,8353,9.03049574505712,0.34650661742074484,0.2471529701446599,0.08564013967031645,0.09935364727608495,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Medium,Few,Short
Bimbisara,2022,146.0,"Action,Drama,Fantasy",6.8,8353,9.03049574505712,0.6297630040012312,0.2471529701446599,0.15564779692612762,0.38261003385657133,2020,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,High,Few,Epic
Pithamagan,2003,139.0,"Action,Crime,Drama",8.3,8353,9.03049574505712,0.9863650353955064,0.2471529701446599,0.24378304814484197,0.7392120652508465,2000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Few,Epic
Watchmen: Chapter I,2024,83.0,"Action,Animation,Drama",7.1,8348,9.029897050194,0.736657433056325,0.246968297937827,0.18193103240516934,0.489689135118498,2020,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Few,Short
Zombie Nation,2004,81.0,Horror,1.5,8348,9.029897050194,0.0013850415512465374,0.246968297937827,0.00034206135448452496,-0.2455832563865805,2000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,Few,Short
Iratta,2023,112.0,"Crime,Drama,Thriller",7.7,8348,9.029897050194,0.9183441058787319,0.246968297937827,0.22680188075010602,0.6713758079409049,2020,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Top,Few,Long
Mifune,1999,98.0,"Comedy,Drama,Romance",7.1,8347,9.029777268197092,0.736657433056325,0.24684518313327178,0.18184033896927446,0.4898122499230533,1990,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Few,Standard
Bad Milo!,2013,85.0,"Comedy,Horror",5.7,8345,9.029537661151497,0.2252693136349646,0.24678362573099416,0.05559277798476905,-0.021514312096029553,2010,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,Few,Short
The Cut,2014,138.0,"Adventure,Drama,History",6.3,8343,9.029297996680608,0.42539242843951985,0.24669128962757772,0.10494060676955222,0.17870113881194213,2010,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Epic
Thar,2022,108.0,"Action,Crime,Drama",6.1,8343,9.029297996680608,0.34650661742074484,0.24669128962757772,0.08548016431601324,0.09981532779316712,2020,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Long
Love Is All,2007,110.0,"Comedy,Romance",7.0,8341,9.02905827475689,0.6990458602646968,0.24659895352416128,0.17238397760667132,0.45244690674053556,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Few,Long
Amityville 3-D,1983,105.0,Horror,4.2,8340,9.028938392241612,0.030224684518313328,0.24647583871960604,0.007449654466686769,-0.2162511542012927,1980,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,Few,Long
The Caveman's Valentine,2001,105.0,"Crime,Drama,Music",5.8,8340,9.028938392241612,0.25469375192366883,0.24647583871960604,0.06277585612202954,0.008217913204062788,2000,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Low,Few,Long
Torch Song Trilogy,1988,120.0,"Comedy,Drama,Romance",7.8,8340,9.028938392241612,0.935026161895968,0.24647583871960604,0.23046135747808286,0.6885503231763619,1980,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Top,Few,Epic
Lunana: A Yak in the Classroom,2019,110.0,"Drama,Family",7.5,8339,9.028818495352793,0.8704524469067405,0.24635272391505078,0.21443833133399665,0.6240997229916897,2010,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Few,Long
The Vicious Kind,2009,92.0,"Comedy,Drama",6.8,8337,9.028578658440741,0.6297630040012312,0.24626038781163434,0.15508568159476302,0.38350261618959686,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Few,Short
Hey Arnold! The Movie,2002,76.0,"Adventure,Animation,Comedy",6.0,8337,9.028578658440741,0.31326562019082793,0.24626038781163434,0.07714491311624544,0.06700523237919359,2000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Short
Jannat: In Search of Heaven...,2008,140.0,"Crime,Drama,Romance",7.0,8336,9.028458718410613,0.6990458602646968,0.24610649430594028,0.17203972602882475,0.45293936595875656,2000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Few,Epic
Livid,2011,92.0,"Fantasy,Horror",5.7,8336,9.028458718410613,0.2252693136349646,0.24610649430594028,0.055440241053406496,-0.020837180670975675,2010,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Low,Few,Short
Crime Story,1993,103.0,"Action,Crime,Drama",6.7,8336,9.028458718410613,0.5894736842105263,0.24610649430594028,0.1450733019066595,0.343367189904586,1990,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Few,Standard
Babysitter Wanted,2007,93.0,"Horror,Thriller",5.4,8334,9.028218795184895,0.1502000615574023,0.24598337950138505,0.03694671874320588,-0.09578331794398276,2000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Low,Few,Short
Female Agents,2008,148.0,"Drama,War",6.7,8333,9.0280988119824,0.5894736842105263,0.24592182209910743,0.14496444250052648,0.34355186211141886,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,High,Few,Epic
The Kid Stays in the Picture,2002,93.0,"Biography,Documentary",7.3,8332,9.027978814382207,0.8087719298245614,0.24576792859341337,0.19877020189747993,0.563004001231148,2000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Few,Short
Gun Shy,2000,101.0,"Comedy,Crime,Romance",5.6,8332,9.027978814382207,0.1974453678054786,0.24576792859341337,0.04852573905591711,-0.04832256078793476,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low,Few,Standard
Whitney,2018,120.0,"Biography,Documentary,Drama",7.3,8332,9.027978814382207,0.8087719298245614,0.24576792859341337,0.19877020189747993,0.563004001231148,2010,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Few,Epic
The Armstrong Lie,2013,124.0,"Biography,Documentary,Sport",7.2,8332,9.027978814382207,0.7735303170206217,0.24576792859341337,0.19010894371836456,0.5277623884272084,2010,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Top,Few,Epic
Godzilla vs. Biollante,1989,104.0,"Action,Drama,Fantasy",6.5,8330,9.027738775974909,0.50621729763004,0.2455832563865805,0.12431849239120003,0.26063404124345946,1980,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Standard
Goat,2016,96.0,Drama,5.7,8330,9.027738775974909,0.2252693136349646,0.2455832563865805,0.05532237160644453,-0.020313942751615882,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Few,Standard
Niram Marum Ulagil,2025,146.0,Drama,4.9,8329,9.027618735160889,0.07817790089258234,0.24546014158202523,0.019189558621678798,-0.1672822406894429,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Few,Epic
Yannick,2023,67.0,"Comedy,Drama",7.0,8329,9.027618735160889,0.6990458602646968,0.24546014158202523,0.1715878958329011,0.4535857186826716,2020,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Few,Short
Heidi,2015,111.0,"Drama,Family",7.4,8328,9.02749867993534,0.8412126808248692,0.24530624807633117,0.20635472656738096,0.595906432748538,2010,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Few,Long
Simon,2004,102.0,"Comedy,Drama",7.8,8328,9.02749867993534,0.935026161895968,0.24530624807633117,0.22936775962791212,0.6897199138196368,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Few,Standard
My Masterpiece,2018,104.0,"Comedy,Drama",7.1,8328,9.02749867993534,0.736657433056325,0.24530624807633117,0.18070667102058818,0.49135118497999386,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Few,Standard
The Operative,2019,116.0,"Action,Drama,Mystery",5.8,8326,9.02725852623582,0.25469375192366883,0.24518313327177593,0.062446612121389536,0.0095106186518929,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,Few,Long
We Steal Secrets,2013,130.0,Documentary,6.9,8324,9.027018314848645,0.6645737149892275,0.2450600184672207,0.16286044686808954,0.41951369652200676,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Few,Epic
Warriors of Future,2022,112.0,"Action,Adventure,Sci-Fi",5.6,8324,9.027018314848645,0.1974453678054786,0.2450600184672207,0.04838596548067777,-0.047614650661742086,2020,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low,Few,Long
Larger Than Life,1996,93.0,"Comedy,Family",5.7,8324,9.027018314848645,0.2252693136349646,0.2450600184672207,0.055204502159482555,-0.01979070483225609,1990,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Few,Short
The Central Park Five,2012,119.0,"Crime,Documentary,History",7.7,8323,9.026898187513526,0.9183441058787319,0.2449061249615266,0.22490809635201814,0.6734379809172053,2010,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Top,Few,Long
Leyla Everlasting,2020,112.0,Comedy,3.7,8323,9.026898187513526,0.017482302246845185,0.2449061249615266,0.004281522898681044,-0.22742382271468142,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Few,Long
Ship of Theseus,2012,140.0,Drama,8.0,8322,9.026778045746095,0.9603570329332102,0.2448137888581102,0.2351086438889121,0.7155432440751,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Few,Epic
Lupt,2018,110.0,"Horror,Thriller",4.6,8320,9.02653771890043,0.05109264389042782,0.24472145275469376,0.012503466037943724,-0.19362880886426592,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Low,Few,Long
Wild Things 2,2004,95.0,"Crime,Drama,Mystery",4.5,8320,9.02653771890043,0.044444444444444446,0.24472145275469376,0.010876509011319722,-0.2002770083102493,2000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,Few,Standard
Gargi,2022,140.0,"Drama,Thriller",8.1,8317,9.026177120302856,0.9710987996306556,0.24462911665127732,0.23755904153476304,0.7264696829793783,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Top,Few,Epic
The Death & Life of John F. Donovan,2018,123.0,Drama,6.1,8312,9.025575833531088,0.34650661742074484,0.2445675592489997,0.08474427768621849,0.10193905817174514,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Epic
Drunk Parents,2019,97.0,Comedy,4.0,8310,9.025335217553026,0.024653739612188367,0.24450600184672208,0.006027987303146334,-0.21985226223453372,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Few,Standard
Bogowie,2014,120.0,"Biography,Drama",7.6,8309,9.025214887849494,0.8970760233918129,0.24441366574330564,0.2192576393276204,0.6526623576485073,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Few,Epic
The Pick-up Artist,1987,81.0,"Comedy,Crime,Drama",5.4,8309,9.025214887849494,0.1502000615574023,0.24441366574330564,0.03671094764011485,-0.09421360418590335,1980,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Few,Short
The King of Kings,2025,103.0,"Animation,Biography,Family",6.8,8307,9.024974184996003,0.6297630040012312,0.2443213296398892,0.15386453449559168,0.385441674361342,2020,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Few,Standard
"Me, Myself and Mum",2013,85.0,Comedy,6.6,8306,9.02485381183907,0.5470606340412435,0.24425977223761158,0.13362490587107753,0.3028008618036319,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Few,Short
Don't Let Them Shoot the Kite,1989,90.0,Drama,8.2,8304,9.024613022047395,0.9799630655586334,0.24416743613419514,0.2392750692236577,0.7357956294244383,1980,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Few,Short
Sniper. The White Raven,2022,111.0,"Drama,War",6.4,8304,9.024613022047395,0.46608187134502926,0.24416743613419514,0.11380201555494358,0.22191443521083412,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Medium,Few,Long
Wingwomen,2023,116.0,"Action,Comedy,Crime",5.7,8303,9.024492605405669,0.2252693136349646,0.2440751000307787,0.05498263025931885,-0.018805786395814095,2020,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Few,Long
Veronika Voss,1982,104.0,Drama,7.6,8302,9.02437217426203,0.8970760233918129,0.24401354262850108,0.21889869847492438,0.6530624807633119,1980,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Few,Standard
Seethamma Vaakitlo Sirimalle Chettu,2013,159.0,"Comedy,Drama",7.5,8301,9.024251728612985,0.8704524469067405,0.24395198522622347,0.21234860246792323,0.626500461680517,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Few,Epic
Pawankhind,2022,153.0,"Drama,History",8.3,8299,9.02401079378469,0.9863650353955064,0.24389042782394582,0.24056499047319152,0.7424746075715605,2020,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Top,Few,Epic
Ma mère,2004,110.0,"Drama,Romance",4.9,8298,9.023890304598448,0.07817790089258234,0.2438288704216682,0.019062029266575478,-0.16565096952908587,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low,Few,Long
Suncoast,2024,109.0,Drama,6.7,8295,9.023528749909364,0.5894736842105263,0.24373653431825176,0.14367627286128523,0.3457371498922745,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Few,Long
Skater Girl,2021,107.0,"Drama,Family,Sport",6.7,8295,9.023528749909364,0.5894736842105263,0.24373653431825176,0.14367627286128523,0.3457371498922745,2020,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,High,Few,Long
After Porn Ends,2012,94.0,Documentary,5.7,8294,9.023408202624545,0.2252693136349646,0.24364419821483532,0.054885561302997224,-0.018374884579870715,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Few,Short
Socha Na Tha,2005,137.0,"Comedy,Drama,Romance",7.4,8293,9.023287640806327,0.8412126808248692,0.2435518621114189,0.2048789148466356,0.5976608187134503,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Top,Few,Epic
The Immortal,2019,116.0,"Crime,Drama,Thriller",6.8,8293,9.023287640806327,0.6297630040012312,0.2435518621114189,0.1533799523133808,0.3862111418898123,2010,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Few,Long
The Blood of Heroes,1989,104.0,"Action,Sci-Fi,Sport",6.3,8292,9.023167064451204,0.42539242843951985,0.24345952600800247,0.10356583899527862,0.18193290243151738,1980,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Medium,Few,Standard
Shrew's Nest,2014,91.0,"Drama,Horror,Thriller",6.7,8291,9.02304647355567,0.5894736842105263,0.24336718990458603,0.1434585540490191,0.3461064943059402,2010,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,High,Few,Short
Out of Darkness,2022,88.0,"Horror,Mystery,Thriller",5.4,8291,9.02304647355567,0.1502000615574023,0.24336718990458603,0.036553766904720834,-0.09316712834718374,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,Low,Few,Short
Dragon Ball Z: The World's Strongest,1990,59.0,"Action,Adventure,Animation",6.6,8289,9.022805248129341,0.5470606340412435,0.2432748538011696,0.13308609576675864,0.3037857802400739,1990,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Few,Short
Trailer Park Boys: Countdown to Liquor Day,2009,102.0,"Comedy,Crime",7.3,8288,9.022684613591526,0.8087719298245614,0.24321329639889197,0.1967040870875249,0.5655586334256694,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Few,Standard
Life Happens,2011,100.0,Comedy,5.6,8283,9.022081222515475,0.1974453678054786,0.24315173899661435,0.04800918453872826,-0.04570637119113574,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Few,Standard
Julien Donkey-Boy,1999,94.0,"Comedy,Drama",6.7,8282,9.021960500598263,0.5894736842105263,0.2430901815943367,0.1432952649398195,0.34638350261618955,1990,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Few,Short
Janhit Mein Jaari,2022,146.0,"Comedy,Drama,Romance",6.8,8278,9.021477467138807,0.6297630040012312,0.2429978454909203,0.153031053142189,0.3867651585103109,2020,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Few,Epic
Singam 2,2013,166.0,"Action,Crime,Drama",6.4,8278,9.021477467138807,0.46608187134502926,0.2429978454909203,0.1132568905592184,0.22308402585410897,2010,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Epic
Poms,2019,90.0,"Comedy,Drama,Sport",6.2,8277,9.021356672308677,0.3853185595567867,0.24287473068636503,0.09358414138081267,0.14244382887042165,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Medium,Few,Short
Black Robe,1991,101.0,"Adventure,Drama,War",7.1,8277,9.021356672308677,0.736657433056325,0.24287473068636503,0.1789154756616639,0.49378270236996,1990,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,High,Few,Standard
An Innocent Man,1989,113.0,"Action,Crime,Drama",6.5,8275,9.021115038865434,0.50621729763004,0.2427823945829486,0.1229006476979303,0.2634349030470914,1980,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Long
One Night with the King,2006,123.0,"Biography,Drama,History",6.0,8274,9.020994200245264,0.31326562019082793,0.24269005847953215,0.07602645168373894,0.07057556171129578,2000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Epic
Playing God,1997,94.0,"Crime,Drama,Thriller",5.6,8274,9.020994200245264,0.1974453678054786,0.24269005847953215,0.04791802785922434,-0.04524469067405354,1990,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low,Few,Short
The Secret of the Grain,2007,151.0,Drama,7.4,8273,9.020873347021357,0.8412126808248692,0.24259772237611574,0.2040762804020197,0.5986149584487535,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Few,Epic
Phoebe in Wonderland,2008,96.0,Drama,7.0,8272,9.020752479190183,0.6990458602646968,0.2425361649738381,0.1695439020894371,0.4565096952908587,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Few,Standard
All My Friends Are Dead,2020,96.0,"Comedy,Crime,Horror",5.9,8271,9.02063159674821,0.28457987072945523,0.24244382887042168,0.06899463347909877,0.04213604185903355,2020,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Medium,Few,Standard
Life During Wartime,2009,98.0,"Comedy,Drama",6.4,8271,9.02063159674821,0.46608187134502926,0.24244382887042168,0.11299867345598016,0.22363804247460758,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Standard
Blue Cave,2024,88.0,Drama,5.3,8270,9.020510699691906,0.13031702062172976,0.24235149276700524,0.03158252448062481,-0.11203447214527548,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Few,Short
Roll Bounce,2005,112.0,"Comedy,Drama,Music",6.3,8268,9.020268861722167,0.42539242843951985,0.24228993536472762,0.10306830399125579,0.18310249307479223,2000,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Medium,Few,Long
Waltair Veerayya,2023,155.0,"Action,Drama",6.2,8264,9.019785010255125,0.3853185595567867,0.24222837796244998,0.09333508968026812,0.1430901815943367,2020,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Epic
Profile,2018,106.0,"Mystery,Thriller",6.7,8263,9.019664010799474,0.5894736842105263,0.24216682056017236,0.14275096790915423,0.3473068636503539,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,High,Few,Long
Circumstance,2011,107.0,Drama,5.9,8262,9.019542996701185,0.28457987072945523,0.24210526315789474,0.06889828449239442,0.04247460757156049,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Long
Siren,2016,82.0,"Horror,Mystery,Thriller",5.3,8261,9.01942196795671,0.13031702062172976,0.24204370575561712,0.031542414594314644,-0.11172668513388737,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,Low,Few,Short
Pokémon the Movie: I Choose You!,2017,98.0,"Action,Adventure,Animation",6.3,8259,9.019179866515024,0.42539242843951985,0.24198214835333948,0.10293737372703925,0.18341028008618038,2010,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Standard
Bellflower,2011,106.0,"Action,Drama,Romance",6.3,8258,9.019058793810718,0.42539242843951985,0.24192059095106186,0.10291118767419594,0.183471837488458,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium,Few,Long
At Any Price,2012,105.0,"Drama,Sport,Thriller",5.6,8255,9.018695487721343,0.1974453678054786,0.24182825484764542,0.047747868724150364,-0.04438288704216681,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Low,Few,Long
No Good Deed,2002,97.0,"Crime,Drama,Thriller",5.4,8255,9.018695487721343,0.1502000615574023,0.24182825484764542,0.03632261876443551,-0.09162819329024313,2000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low,Few,Standard
From Within,2008,89.0,"Horror,Mystery,Thriller",5.6,8254,9.018574356354229,0.1974453678054786,0.241735918744229,0.04772963738824959,-0.044290550938750395,2000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,Low,Few,Short
Darkland,2017,112.0,"Action,Crime,Drama",6.5,8252,9.018332049592685,0.50621729763004,0.24167436134195136,0.12233974210498842,0.2645429362880886,2010,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Long
Wilbur Wants to Kill Himself,2002,109.0,"Comedy,Drama,Romance",6.8,8250,9.018089684104343,0.6297630040012312,0.24155124653739612,0.15212003863963258,0.38821175746383507,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Few,Long
Father Christmas Is Back,2021,105.0,Comedy,4.6,8250,9.018089684104343,0.05109264389042782,0.24155124653739612,0.012341491820624117,-0.1904586026469683,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Few,Long
Empire,2002,90.0,"Crime,Drama,Thriller",5.9,8250,9.018089684104343,0.28457987072945523,0.24155124653739612,0.06874062251415096,0.043028624192059106,2000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium,Few,Short
The Art of Flight,2011,80.0,"Adventure,Documentary,Sport",8.2,8248,9.017847259860732,0.9799630655586334,0.24142813173284086,0.23659065208500832,0.7385349338257926,2010,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Top,Few,Short
There's Something Wrong with the Children,2023,92.0,"Horror,Mystery",5.0,8246,9.017604776833355,0.08707294552169899,0.24130501692828563,0.021011138593109265,-0.15423207140658662,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Low,Few,Short
Mr. Nice,2010,121.0,"Biography,Comedy,Crime",6.4,8246,9.017604776833355,0.46608187134502926,0.24130501692828563,0.11246789385487933,0.22477685441674364,2010,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Epic
Lonesome Jim,2005,91.0,"Comedy,Drama",6.5,8246,9.017604776833355,0.50621729763004,0.24130501692828563,0.1221527735740078,0.2649122807017543,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Few,Short
Even Cowgirls Get the Blues,1993,106.0,"Comedy,Drama,Romance",4.3,8245,9.017483513266844,0.034164358264081256,0.2411819021237304,0.008239824910967706,-0.20701754385964913,1990,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low,Few,Long
Henry Fool,1997,137.0,"Comedy,Drama",7.1,8244,9.0173622349937,0.736657433056325,0.24108956602031395,0.17760042084118788,0.4955678670360111,1990,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Few,Epic
