title,year,runtime_minutes,genres,average_rating,num_votes,log_votes,rating_pct,votes_pct,love_score,cult_factor,decade,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_News,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_War,genre_Western,rating_cat,votes_cat,runtime_cat
Malcolm & Marie,2021,106.0,"Drama,Romance",6.6,43526,10.681136714183795,0.5470606340412435,0.7101261926746691,0.38848208521389876,-0.16306555863342564,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Many,Long
The Art of Self-Defense,2019,104.0,"Action,Comedy,Crime",6.6,43505,10.680654138599648,0.5470606340412435,0.7100646352723915,0.3884484095823788,-0.163004001231148,2010,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Standard
Annie,2014,118.0,"Comedy,Drama,Family",5.4,43477,10.680010342017125,0.1502000615574023,0.7100030778701139,0.10664250600203619,-0.5598030163127116,2010,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Many,Long
The Instigators,2024,101.0,"Action,Comedy,Crime",6.2,43461,10.67964227207968,0.3853185595567867,0.7099415204678362,0.2735536440362216,-0.32462296091104953,2020,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Standard
Jug Jugg Jeeyo,2022,148.0,"Comedy,Drama,Family",6.1,43418,10.678652412305714,0.34650661742074484,0.7098799630655587,0.24597810477661003,-0.3633733456448138,2020,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Epic
Peninsula,2020,116.0,"Action,Drama,Horror",5.5,43411,10.678491179565906,0.17236072637734687,0.709818405663281,0.12234481599613338,-0.5374576792859341,2020,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low,Many,Long
Prime,2005,105.0,"Comedy,Drama,Romance",6.2,43406,10.67837599740519,0.3853185595567867,0.7097568482610034,0.2734824864074946,-0.3244382887042167,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium,Many,Long
Antim: The Final Truth,2021,138.0,"Action,Crime,Drama",6.1,43372,10.677592406675998,0.34650661742074484,0.7096952908587257,0.24591411463488871,-0.3631886734379809,2020,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Epic
Hearts in Atlantis,2001,101.0,"Drama,Mystery",6.9,43365,10.677431002924163,0.6645737149892275,0.7096337334564481,0.47160392652482697,-0.04506001846722063,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,High,Many,Standard
Talvar,2015,132.0,"Crime,Drama,Mystery",8.1,43362,10.677361821912017,0.9710987996306556,0.7095721760541706,0.6890646884175172,0.26152662357648504,2010,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Top,Many,Epic
Wolf Man,2025,103.0,"Horror,Sci-Fi",5.6,43360,10.677315698578214,0.1974453678054786,0.7095106186518929,0.14008958506161567,-0.5120652508464143,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Low,Many,Standard
This Is It,2009,111.0,"Documentary,Music",7.2,43354,10.67717731581126,0.7735303170206217,0.7094490612496153,0.5487803572583974,0.06408125577100643,2000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Top,Many,Long
The Rental,2020,88.0,"Drama,Horror,Mystery",5.7,43347,10.677015845042886,0.2252693136349646,0.7093875038473376,0.15980323609291056,-0.484118190212373,2020,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Low,Many,Short
Kill Your Darlings,2013,104.0,"Biography,Drama,Romance",6.4,43346,10.676992775661722,0.46608187134502926,0.70932594644506,0.3306039645126976,-0.2432440751000307,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium,Many,Standard
Anonymous,2011,130.0,"Drama,Thriller",6.8,43342,10.67690049281473,0.6297630040012312,0.7092643890427824,0.4466684722746806,-0.07950138504155124,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Many,Epic
Spread,2009,97.0,"Comedy,Drama,Romance",5.8,43341,10.676877420772277,0.25469375192366883,0.7092028316405048,0.1806295300654102,-0.45450907971683596,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low,Many,Standard
Vishwaroopam,2013,148.0,"Action,Thriller",7.9,43340,10.676854348197491,0.9485995690981841,0.7091412742382271,0.6726911071721194,0.23945829485995695,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Top,Many,Epic
9 to 5,1980,109.0,Comedy,6.9,43326,10.676531276241942,0.6645737149892275,0.7090797168359495,0.47123574164117643,-0.04450600184672204,1980,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Long
Transamerica,2005,103.0,"Adventure,Comedy,Drama",7.3,43299,10.675907913990581,0.8087719298245614,0.7090181594336719,0.5734339850858293,0.0997537703908895,2000,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Standard
Stranger Than Paradise,1984,89.0,"Comedy,Drama",7.4,43298,10.675884819035673,0.8412126808248692,0.7089566020313943,0.5963832837833192,0.1322560787934749,1980,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Short
Severance,2006,96.0,"Comedy,Horror",6.4,43287,10.675630739322571,0.46608187134502926,0.7088950446291167,0.33040312898795676,-0.2428131732840874,2000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Medium,Many,Standard
Kimi,2022,89.0,"Crime,Drama,Mystery",6.3,43276,10.675376595036562,0.42539242843951985,0.708833487226839,0.3015323984906784,-0.2834410587873192,2020,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medium,Many,Short
The Three Burials of Melquiades Estrada,2005,121.0,"Adventure,Crime,Drama",7.3,43252,10.674821874116294,0.8087719298245614,0.7087719298245614,0.5732348414896891,0.09999999999999998,2000,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Epic
The Exorcist III,1990,110.0,"Drama,Horror,Mystery",6.5,43251,10.674798754065428,0.50621729763004,0.7087103724222837,0.3587614495299877,-0.20249307479224377,1990,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Medium,Many,Long
Spider,2002,98.0,"Drama,Mystery,Thriller",6.7,43246,10.67468314579237,0.5894736842105263,0.7086488150200062,0.4177298278012668,-0.11917513080947995,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,High,Many,Standard
Bully,2001,108.0,"Biography,Crime,Drama",6.9,43221,10.674104903862972,0.6645737149892275,0.7085872576177286,0.47090846618904264,-0.0440135426285011,2000,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Long
Tom & Jerry,2021,101.0,"Adventure,Animation,Comedy",5.3,43183,10.673225335257786,0.13031702062172976,0.7085257002154509,0.09233295828600244,-0.5782086795937211,2020,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Many,Standard
Die My Love,2025,119.0,"Drama,Thriller",6.0,43182,10.673202178264951,0.31326562019082793,0.7084641428131733,0.22193745908133203,-0.39519852262234534,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium,Many,Long
Hold the Dark,2018,125.0,"Action,Crime,Drama",5.6,43168,10.672877924046807,0.1974453678054786,0.7084025854108956,0.13987080903080626,-0.510957217605417,2010,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Many,Epic
Detroit Rock City,1999,95.0,"Adventure,Comedy,Music",6.8,43141,10.672252279554662,0.6297630040012312,0.7083410280086181,0.44608697365602756,-0.07857802400738689,1990,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,High,Many,Standard
Black Sea,2014,114.0,"Adventure,Drama,Thriller",6.4,43134,10.67209001151068,0.46608187134502926,0.7082794706063404,0.3301162210954698,-0.24219759926131118,2010,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium,Many,Long
Baraka,1992,96.0,Documentary,8.5,43111,10.671556659613332,0.9936595875654047,0.7082179132040628,0.7037275195407806,0.28544167436134193,1990,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Standard
Presence,2024,84.0,"Drama,Horror,Thriller",6.1,43100,10.67130147767883,0.34650661742074484,0.7081563558017852,0.24538086345387802,-0.3616497383810403,2020,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Medium,Many,Short
In a Better World,2010,118.0,"Drama,Romance",7.6,43083,10.670906977470661,0.8970760233918129,0.7080947983995075,0.6352148659326576,0.1889812249923054,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Top,Many,Long
Looney Tunes: Back in Action,2003,91.0,"Adventure,Animation,Comedy",5.8,43074,10.67069806139613,0.25469375192366883,0.7080332409972299,0.1803316426362597,-0.45333948907356103,2000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Many,Short
Lionheart,1990,108.0,"Action,Crime,Drama",6.2,43065,10.670489101666554,0.3853185595567867,0.7079716835949523,0.2727946293298002,-0.32265312403816565,1990,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Long
The Accused,1988,111.0,"Crime,Drama",7.1,43030,10.66967606516289,0.736657433056325,0.7079101261926747,0.5214872563956748,0.028747306863650346,1980,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Long
Good Fortune,2025,97.0,"Comedy,Fantasy,Romance",6.5,43020,10.669443647553885,0.50621729763004,0.707848568790397,0.35832518962436627,-0.20163127116035706,2020,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Medium,Many,Standard
Major Payne,1995,95.0,"Adventure,Comedy,Family",6.3,42994,10.668839108844997,0.42539242843951985,0.7077870113881194,0.3010872355923422,-0.28239458294859954,1990,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Standard
Spy Hard,1996,81.0,"Action,Comedy",5.3,42993,10.668815850056081,0.13031702062172976,0.7077254539858417,0.09222867258159599,-0.577408433364112,1990,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Many,Short
After.Life,2009,104.0,"Drama,Mystery,Thriller",5.9,42992,10.66879259072618,0.28457987072945523,0.7076638965835642,0.20138690020965327,-0.423084025854109,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Medium,Many,Standard
Tangerine,2015,88.0,"Comedy,Crime,Drama",7.1,42987,10.668676285961045,0.736657433056325,0.7076023391812866,0.5212605228059376,0.029055093875038462,2010,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Short
Mustang,2015,97.0,Drama,7.6,42973,10.668350560637673,0.8970760233918129,0.7075407817790089,0.6347178709058479,0.189535241612804,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Standard
Honey Boy,2019,94.0,Drama,7.2,42970,10.668280748548518,0.7735303170206217,0.7074792243767313,0.5472566287176365,0.06605109264389042,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Short
Red Rocket,2021,130.0,"Comedy,Drama,Romance",7.1,42953,10.66788505462424,0.736657433056325,0.7074176669744536,0.5211244826520952,0.0292397660818714,2020,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Many,Epic
Slender Man,2018,93.0,"Horror,Mystery,Thriller",3.3,42944,10.667675506200325,0.01123422591566636,0.7073561095721761,0.007946598337760673,-0.6961218836565097,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,Low,Many,Short
Astro Boy,2009,94.0,"Action,Adventure,Animation",6.3,42938,10.667535782852326,0.42539242843951985,0.7072945521698984,0.30087774716959576,-0.2819021237303786,2000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Short
'83,2021,162.0,"Drama,History,Sport",7.5,42929,10.667326161218606,0.8704524469067405,0.7072329947676208,0.6156126908286575,0.1632194521391197,2020,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Top,Many,Epic
Fitzcarraldo,1982,158.0,"Adventure,Drama,Music",7.9,42902,10.666697032541045,0.9485995690981841,0.7071714373653432,0.6708225207633081,0.24142813173284094,1980,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Top,Many,Epic
The Joneses,2009,96.0,"Comedy,Drama",6.4,42900,10.666650414667744,0.46608187134502926,0.7071098799630655,0.3295710960997446,-0.24102800861803625,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Standard
Unfriended: Dark Web,2018,92.0,"Horror,Mystery,Thriller",6.1,42895,10.66653386047574,0.34650661742074484,0.707048322560788,0.24499692260355035,-0.36054170514004313,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,Medium,Many,Short
Big Fat Liar,2002,88.0,"Adventure,Comedy,Family",5.5,42887,10.666347345507374,0.17236072637734687,0.7069867651585103,0.12185675238189159,-0.5346260387811634,2000,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Many,Short
Rubber,2010,82.0,"Comedy,Fantasy,Horror",5.7,42873,10.666020860581082,0.2252693136349646,0.7069252077562327,0.1592485563425013,-0.4816558941212681,2010,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Low,Many,Short
The Glass House,2001,106.0,"Crime,Drama,Mystery",5.8,42858,10.665670936977497,0.25469375192366883,0.706863650353955,0.1800337552071092,-0.4521698984302862,2000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,Many,Long
Spun,2002,101.0,"Comedy,Crime,Drama",6.7,42854,10.665577603332983,0.5894736842105263,0.7068020929516774,0.4166412337399361,-0.11732840874115114,2000,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Standard
The Burial,2023,126.0,"Drama,History",7.1,42851,10.66550759738245,0.736657433056325,0.7067405355493999,0.5206256687546733,0.029916897506925166,2020,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,High,Many,Epic
Girls Trip,2017,122.0,"Adventure,Comedy,Drama",6.2,42836,10.665157494098406,0.3853185595567867,0.7066789781471222,0.27229652592871106,-0.32136041859033554,2010,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Epic
The Fallout,2021,96.0,Drama,7.0,42796,10.664223285655282,0.6990458602646968,0.7066174207448446,0.4939579827626011,-0.007571560480147732,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Standard
The Last Kiss,2006,104.0,"Comedy,Drama,Romance",6.4,42779,10.663825982636396,0.46608187134502926,0.7065558633425669,0.32931287899650635,-0.24047399199753766,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium,Many,Standard
The Crucible,1996,124.0,"Drama,History",6.8,42772,10.66366234138441,0.6297630040012312,0.7064943059402893,0.44492397641872145,-0.07673130193905808,1990,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,High,Many,Epic
The Banker,2020,120.0,"Biography,Drama",7.3,42770,10.663615581822071,0.8087719298245614,0.7064327485380117,0.5713429773263569,0.10233918128654962,2020,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Epic
C'mon C'mon,2021,109.0,Drama,7.3,42766,10.663522056137511,0.8087719298245614,0.7063711911357341,0.5712931914273217,0.10240073868882726,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Long
The Commitments,1991,118.0,"Comedy,Drama,Music",7.6,42765,10.663498673349581,0.8970760233918129,0.7063096337334565,0.633613437512937,0.19076638965835646,1990,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Top,Many,Long
Maniac,2012,89.0,"Crime,Horror,Thriller",6.1,42739,10.662890528873138,0.34650661742074484,0.7062480763311788,0.24471963198942479,-0.35974145891043396,2010,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Medium,Many,Short
Doc Hollywood,1991,104.0,"Comedy,Drama,Romance",6.3,42736,10.66282033455183,0.42539242843951985,0.7061865189289012,0.30040639821841625,-0.2807940904893813,1990,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium,Many,Standard
Last Holiday,2006,112.0,"Comedy,Drama,Romance",6.6,42712,10.662258602530038,0.5470606340412435,0.7061249615266236,0.38629316916510337,-0.15906432748538013,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Many,Long
The Hunter,2011,100.0,"Adventure,Drama,Thriller",6.7,42703,10.662047871644305,0.5894736842105263,0.706063404124346,0.4162057961154039,-0.11658971991381972,2010,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Many,Standard
The Messengers,2007,90.0,"Drama,Horror,Mystery",5.4,42696,10.661883939137294,0.1502000615574023,0.7060018467220683,0.10604152083729436,-0.555801785164666,2000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Low,Many,Short
Small Time Crooks,2000,94.0,"Comedy,Crime",6.7,42685,10.661626276603513,0.5894736842105263,0.7059402893197907,0.41613322317798185,-0.11646660510926443,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Short
Sierra Burgess Is a Loser,2018,105.0,"Comedy,Drama,Romance",5.7,42683,10.661579421736455,0.2252693136349646,0.705878731917513,0.15901281744857734,-0.48060941828254844,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low,Many,Long
Diary of a Wimpy Kid: Rodrick Rules,2011,99.0,"Comedy,Family",6.6,42671,10.661298246421795,0.5470606340412435,0.7058171745152355,0.38612479100750374,-0.158756540473992,2010,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Standard
Critters,1986,86.0,"Comedy,Horror,Sci-Fi",6.1,42655,10.660923222978436,0.34650661742074484,0.7057556171129579,0.24454899161150137,-0.359248999692213,1980,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Medium,Many,Short
Soul Kitchen,2009,96.0,"Comedy,Drama",7.2,42653,10.660876335157537,0.7735303170206217,0.7056940597106802,0.545875749727572,0.06783625730994147,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Standard
Love at First Sight,2023,91.0,"Drama,Romance",6.8,42644,10.66066531275321,0.6297630040012312,0.7056017236072638,0.4443618610873569,-0.07583871960603261,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Many,Short
Ek Tha Tiger,2012,132.0,"Action,Adventure,Drama",5.7,42644,10.66066531275321,0.2252693136349646,0.7056017236072638,0.15895041597665632,-0.4803324099722992,2010,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Many,Epic
Ghost in the Shell 2: Innocence,2004,100.0,"Animation,Drama,Mystery",7.4,42637,10.660501153424487,0.8412126808248692,0.7055093875038473,0.5934834432092229,0.13570329332102193,2000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Top,Many,Standard
Madgaon Express,2024,143.0,"Comedy,Drama",7.0,42630,10.660336967143055,0.6990458602646968,0.7054478301015698,0.49314038526521553,-0.006401969836872912,2020,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Epic
Happy-Go-Lucky,2008,118.0,"Comedy,Drama,Romance",7.0,42620,10.660102368540187,0.6990458602646968,0.7053554939981532,0.4930758380943692,-0.006309633733456388,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,High,Many,Long
Shotgun Wedding,2022,101.0,"Action,Comedy,Romance",5.5,42620,10.660102368540187,0.17236072637734687,0.7053554939981532,0.12157558529977402,-0.5329947676208063,2020,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low,Many,Standard
Wild Target,2010,98.0,"Action,Comedy,Crime",6.7,42543,10.658294113482802,0.5894736842105263,0.7052631578947368,0.4157340720221606,-0.11578947368421055,2010,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Standard
Life of the Party,2018,105.0,Comedy,5.6,42537,10.658153073074491,0.1974453678054786,0.7052016004924592,0.1392387893862458,-0.5077562326869806,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Many,Long
The Shack,2017,132.0,"Drama,Fantasy",6.3,42529,10.657964988247679,0.42539242843951985,0.7051400430901816,0.29996123532008,-0.2797476146506618,2010,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Epic
Exorcist: The Beginning,2004,114.0,"Horror,Mystery,Thriller",5.1,42516,10.657659274933835,0.09778393351800554,0.705078485687904,0.06894534776948202,-0.6072945521698985,2000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,Low,Many,Long
We Are Your Friends,2015,96.0,"Drama,Music,Romance",6.2,42514,10.657612233819894,0.3853185595567867,0.7050169282856263,0.2716561072701679,-0.31969836872883967,2010,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Medium,Many,Standard
Bulletproof,1996,84.0,"Action,Comedy,Crime",5.8,42477,10.656741573828192,0.25469375192366883,0.7049553708833487,0.17954772834902158,-0.45026161895967987,1990,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Many,Short
License to Wed,2007,91.0,"Comedy,Romance",5.3,42458,10.656294183401949,0.13031702062172976,0.704893813481071,0.09185966162754247,-0.5745767928593413,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low,Many,Short
Message in a Bottle,1999,126.0,"Drama,Romance",6.3,42442,10.655917278259798,0.42539242843951985,0.7048322560787935,0.2998303050558635,-0.27943982763927366,1990,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium,Many,Epic
The Stepfather,2009,101.0,"Mystery,Thriller",5.6,42441,10.655893716970995,0.1974453678054786,0.7047706986765159,0.1391537098187088,-0.5073253308710373,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Low,Many,Standard
Chasing Liberty,2004,111.0,"Comedy,Romance",6.1,42429,10.65561093819637,0.34650661742074484,0.7047091412742382,0.2441863808084141,-0.3582025238534934,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium,Many,Long
The Protégé,2021,109.0,"Action,Crime,Thriller",6.1,42417,10.655328079435291,0.34650661742074484,0.7046475838719606,0.24416505076117365,-0.35814096645121574,2020,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium,Many,Long
Altered States,1980,102.0,"Horror,Sci-Fi,Thriller",6.9,42413,10.65523377539901,0.6645737149892275,0.7045860264696829,0.46824935314045535,-0.040012311480455476,1980,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,High,Many,Standard
Going Clear: Scientology & the Prison of Belief,2015,119.0,Documentary,8.0,42410,10.655163041535141,0.9603570329332102,0.7045244690674054,0.6765950287424186,0.2558325638658048,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Long
Bajirao Mastani,2015,158.0,"Action,Drama,History",7.3,42398,10.65488005603626,0.8087719298245614,0.7044321329639889,0.5697249356077173,0.10433979686057249,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Epic
Whiteout,2009,100.0,"Action,Crime,Mystery",5.5,42398,10.65488005603626,0.17236072637734687,0.7044321329639889,0.12141643412121692,-0.532071406586642,2000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Low,Many,Standard
Deadfall,2012,95.0,"Action,Adventure,Crime",6.2,42373,10.654290245584235,0.3853185595567867,0.7043397968605725,0.2713951959648355,-0.3190212373037858,2010,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Standard
Turistas,2006,93.0,"Horror,Mystery,Thriller",5.4,42368,10.654172241737173,0.1502000615574023,0.7042782394582948,0.10578263492017478,-0.5540781779008925,2000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,Low,Many,Short
Man of Tai Chi,2013,105.0,"Action,Drama",6.0,42353,10.653818146623527,0.31326562019082793,0.7042166820560173,0.22060687565300535,-0.39095106186518935,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Long
Tae Guk Gi: The Brotherhood of War,2004,140.0,"Action,Drama,War",8.0,42348,10.65370008705053,0.9603570329332102,0.7041551246537396,0.6762403262371801,0.25620190827947054,2000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Top,Many,Epic
The Angry Birds Movie 2,2019,97.0,"Action,Adventure,Animation",6.4,42283,10.652164042888554,0.46608187134502926,0.704093567251462,0.3281652474265586,-0.23801169590643273,2010,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,Many,Standard
Endless Corridor,2014,52.0,"Documentary,History",8.0,42270,10.651856550721268,0.9603570329332102,0.7040320098491843,0.6761220920687673,0.2563250230840258,2010,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Short
Super 30,2019,154.0,"Biography,Drama",7.9,42267,10.651785577560922,0.9485995690981841,0.7039704524469067,0.6677860678489894,0.2446291166512774,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Top,Many,Epic
World's Greatest Dad,2009,99.0,"Comedy,Drama",6.8,42240,10.651146592342338,0.6297630040012312,0.7039088950446292,0.443295780286493,-0.07414589104339797,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Many,Standard
